Conditions;ICD-10;ICD-11
X-linked parkinsonism-spasticity syndrome;G20;
Acroosteolysis-keloid-like lesions-premature aging syndrome;E34.8;
Childhood-onset autosomal recessive myopathy with external ophthalmoplegia;G71.2;
Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome;Q87.8;
Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome;E88.8;
Neurofibromatosis type 1 due to NF1 mutation or intragenic deletion;Q85.0;
Spinocerebellar ataxia type 37;G11.8;8A03.16
Alexander disease type I;G93.8;8A44.2
Alexander disease type II;G93.8;
X-linked dyserythropoietic anemia with abnormal platelets and neutropenia;D64.4;
17q21.31 microdeletion syndrome;Q93.5;LD44.H0
Koolen-De Vries syndrome due to a point mutation;Q87.8;LD24.GY
Autosomal recessive cerebral atrophy;G31.8;
Noonan syndrome-like disorder with juvenile myelomonocytic leukemia;C93.3;
Charcot-Marie-Tooth disease type 4B3;G60.0;
Familial benign flecked retina;H35.5;
Ichthyosis-short stature-brachydactyly-microspherophakia syndrome;Q87.8;
Ichthyosis-short stature-brachydactyly-microspherophakia syndrome;Q87.8;
Non-immune hydrops fetalis;P83.2;KC41.1
Non-immune hydrops fetalis;P83.2;KC41.1
X-linked intellectual disability due to GRIA3 mutations;F72;LD90
ALK-positive large B-cell lymphoma;C83.3;XH1EB9
ALK-positive large B-cell lymphoma;C83.3;2A81.8
Severe early-childhood-onset retinal dystrophy;H35.5;
Severe early-childhood-onset retinal dystrophy;H35.5;
Severe early-childhood-onset retinal dystrophy;H35.5;
Severe early-childhood-onset retinal dystrophy;H35.5;
Infantile epileptic-dyskinetic encephalopathy;G40.4;
Intellectual disability-seizures-hypophosphatasia-ophthalmic-skeletal anomalies syndrome;Q87.8;
TRAPPC11-related limb-girdle muscular dystrophy R18;G71.0;
Intellectual disability-hyperkinetic movement-truncal ataxia syndrome;G25.5;
Congenital neutropenia-myelofibrosis-nephromegaly syndrome;D70;
Congenital neutropenia-myelofibrosis-nephromegaly syndrome;D70;
Congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome;D64.0;
Autosomal recessive intermediate Charcot-Marie-Tooth disease type C;G60.0;
Obesity due to SIM1 deficiency;E66.8;5B81.Y
2p21 microdeletion syndrome without cystinuria;Q93.5;
2p21 microdeletion syndrome without cystinuria;Q93.5;
Developmental delay-facial dysmorphism syndrome due to MED13L deficiency;Q87.8;
Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies;E88.8;
Combined oxidative phosphorylation defect type 17;E88.8;
Pontocerebellar hypoplasia type 9;Q04.3;
Primary hyperaldosteronism-seizures-neurological abnormalities syndrome;E26.0;
Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome;Q87.8;
CADDS;Q87.8;
CADDS;Q87.8;
Methylmalonic acidemia with homocystinuria, type cblJ;E71.1;5C50.E0
Methylmalonic acidemia with homocystinuria, type cblX;E71.1;5C50.E0
Microcornea-myopic chorioretinal atrophy-telecanthus syndrome;Q15.8;
Severe dermatitis-multiple allergies-metabolic wasting syndrome;Q82.8;
Severe dermatitis-multiple allergies-metabolic wasting syndrome;Q82.8;
Diffuse palmoplantar keratoderma with painful fissures;Q82.8;
Focal palmoplantar keratoderma with joint keratoses;Q82.8;
Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome;G11.1;
"Acute myeloid leukemia with t(8;16)(p11;p13) translocation";C92.0;
"Acute myeloid leukemia with t(8;16)(p11;p13) translocation";C92.0;
Acute infantile liver failure-multisystemic involvement syndrome;K72.0;
Oculocutaneous albinism type 6;E70.3;EC23.20
Ataxia-telangiectasia variant;G11.3;
Extraskeletal Ewing sarcoma;C49.9;2B52.Y
Extraskeletal Ewing sarcoma;C49.9;2B52.Y
Extraskeletal Ewing sarcoma;C49.9;2B52.Y
Extraskeletal Ewing sarcoma;C49.9;2B52.Y
Peripheral primitive neuroectodermal tumor;C71.9;
Small cell carcinoma of the ovary;C56;
STT3A-CDG;E77.8;5C54.0
STT3B-CDG;E77.8;5C54.0
SSR4-CDG;E77.8;5C54.0
XYLT1-CDG;E77.8;5C54.1
GM3 synthase deficiency;E77.8;5C54.Y
Autism spectrum disorder-epilepsy-arthrogryposis syndrome;Q87.8;5C54.0
Congenital muscular dystrophy with cerebellar involvement;G71.2;8C70.6
Congenital muscular dystrophy with cerebellar involvement;G71.2;8C70.6
Congenital muscular dystrophy with cerebellar involvement;G71.2;8C70.6
Congenital muscular dystrophy with cerebellar involvement;G71.2;8C70.6
Congenital muscular dystrophy with cerebellar involvement;G71.2;8C70.6
Congenital muscular dystrophy with cerebellar involvement;G71.2;8C70.6
Congenital muscular dystrophy with intellectual disability;G71.2;
Congenital muscular dystrophy with intellectual disability;G71.2;
Congenital muscular dystrophy with intellectual disability;G71.2;
Congenital muscular dystrophy with intellectual disability;G71.2;
Congenital muscular dystrophy with intellectual disability;G71.2;
Congenital muscular dystrophy without intellectual disability;G71.2;
Congenital muscular dystrophy without intellectual disability;G71.2;
Congenital muscular dystrophy without intellectual disability;G71.2;
Congenital muscular dystrophy without intellectual disability;G71.2;
Muscle-eye-brain disease with bilateral multicystic leucodystrophy;G71.0;
Hypotonia-speech impairment-severe cognitive delay syndrome;Q87.8;
Hypotonia-speech impairment-severe cognitive delay syndrome;Q87.8;
Multicentric osteolysis-nodulosis-arthropathy spectrum;M89.5;
Multicentric osteolysis-nodulosis-arthropathy spectrum;M89.5;
Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome;Q87.8;
Susceptibility to viral and mycobacterial infections due to STAT1 deficiency;D84.8;
Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression;G40.2;
East Texas bleeding disorder;D68.2;3B14.Z
X-linked osteoporosis with fractures;M80.5;
Fatal post-viral neurodegenerative disorder;G04.8;
Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome;E88.8;
SURF1-related Charcot-Marie-Tooth disease type 4;G60.0;
Growth retardation-mild developmental delay-chronic hepatitis syndrome;K73.8;
Intellectual disability-severe speech delay-mild dysmorphism syndrome;F79;
Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome;E72.8;
Familial episodic pain syndrome with predominantly upper body involvement;M79.6;MG31.Y
Familial episodic pain syndrome with predominantly lower limb involvement;M79.6;MG31.Y
Hereditary sensory and autonomic neuropathy type 7;G60.8;
Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome;Q87.8;
Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome;Q87.8;
Atypical juvenile parkinsonism;G20;
Atypical juvenile parkinsonism;G20;
Atypical juvenile parkinsonism;G20;
HSD10 disease, infantile type;E72.8;5C52.01
HSD10 disease, neonatal type;E72.8;5C52.01
Frontorhiny;Q75.8;
Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome;;
Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome;;
Adult-onset myasthenia gravis;G70.0;8C60
Adult-onset myasthenia gravis;G70.0;8C60
Adult-onset myasthenia gravis;G70.0;8C60
Feingold syndrome type 1;Q87.8;LD2F.1Y
Feingold syndrome type 2;Q87.8;LD2F.1Y
Homozygous familial hypercholesterolemia;E78.0;5C80.00
Homozygous familial hypercholesterolemia;E78.0;5C80.00
Homozygous familial hypercholesterolemia;E78.0;5C80.00
Homozygous familial hypercholesterolemia;E78.0;5C80.00
Homozygous familial hypercholesterolemia;E78.0;5C80.00
Homozygous familial hypercholesterolemia;E78.0;5C80.00
Short stature-optic atrophy-Pelger-Huët anomaly syndrome;Q87.1;
Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, mild type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, mild type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, mild type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, mild type;E71.3;5C52.01
Multiple acyl-CoA dehydrogenase deficiency, mild type;E71.3;5C52.01
Silver-Russell syndrome due to a point mutation;Q87.1;LD2F.1Y
Silver-Russell syndrome due to a point mutation;Q87.1;LD2F.1Y
Silver-Russell syndrome due to a point mutation;Q87.1;LD2F.1Y
Silver-Russell syndrome due to a point mutation;Q87.1;LD2F.1Y
Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency;E88.8;
Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency;E88.8;
Activated PI3K-delta syndrome;D81.8;
Activated PI3K-delta syndrome;D81.8;
Activated PI3K-delta syndrome;D81.8;
PrP systemic amyloidosis;G60.8;
Macrocephaly-developmental delay syndrome;Q75.3;
Obesity due to CEP19 deficiency;E66.8;5B81.Y
Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome;Q15.8;
Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome;Q87.1;
Familial hyperprolactinemia;E22.1;
Hereditary isolated aplastic anemia;D61.0;3A70.0
Hereditary isolated aplastic anemia;D61.0;3A70.0
Hereditary isolated aplastic anemia;D61.0;3A70.0
Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome;Q87.8;
Joubert syndrome with Jeune asphyxiating thoracic dystrophy;Q04.3;
Joubert syndrome with Jeune asphyxiating thoracic dystrophy;Q04.3;
COASY protein-associated neurodegeneration;G23.0;
Autosomal dominant Charcot-Marie-Tooth disease type 2U;G60.0;
Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome;G60.0;
Periodic paralysis with later-onset distal motor neuropathy;G72.3;
Periodic paralysis with later-onset distal motor neuropathy;G72.3;
Periodic paralysis with transient compartment-like syndrome;G72.3;
Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies;H35.5;
Severe combined immunodeficiency due to IKK2 deficiency;D81.2;
Ferro-cerebro-cutaneous syndrome;G23.0;
Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome;Q87.5;
Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome;Q87.8;
Polyglucosan body myopathy type 1;E74.0;
MAN1B1-CDG;E77.8;
Autosomal spastic paraplegia type 58;G11.4;
Microcephaly-thin corpus callosum-intellectual disability syndrome;Q87.8;
TCR-alpha-beta-positive T-cell deficiency;D81.8;
Combined immunodeficiency due to MALT1 deficiency;D81.8;
Charcot-Marie-Tooth disease type 2R;G60.0;
MAGEL2-related Prader-Willi-like syndrome;Q87.1;
SIM1-related Prader-Willi-like syndrome;Q87.1;
Hereditary cryohydrocytosis with normal stomatin;D58.8;
Focal facial dermal dysplasia type IV;Q82.8;LD27.0Y
Alpha-B crystallin-related late-onset myopathy;G71.0;
KLHL9-related early-onset distal myopathy;G71.0;
Distal anoctaminopathy;G71.0;
Distal nebulin myopathy;G71.0;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with azoospermia or oligozoospermia due to single gene mutation;N46;
Male infertility with teratozoospermia due to single gene mutation;N46;
Pancytopenia-developmental delay syndrome;D61.0;
Proximal myopathy with extrapyramidal signs;G71.3;
Optic atrophy-intellectual disability syndrome;H47.2;
Autosomal recessive spastic paraplegia type 61;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 62;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 59;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 60;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 63;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 64;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 66;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 67;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 69;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 70;G11.4;8B44.01
Autosomal recessive spastic paraplegia type 71;G11.4;8B44.01
Autosomal spastic paraplegia type 72;G11.4;8B44.00
Autosomal spastic paraplegia type 72;G11.4;8B44.01
Lipoic acid synthetase deficiency;E88.8;
Lipoyl transferase 1 deficiency;E88.8;
Childhood-onset spasticity with hyperglycinemia;E88.8;
Multiple mitochondrial dysfunctions syndrome type 1;E88.8;5C53.21
Multiple mitochondrial dysfunctions syndrome type 2;E88.8;5C53.21
Huntington disease-like syndrome due to C9ORF72 expansions;G10;
AXIN2-related attenuated familial adenomatous polyposis;D12.6;2B90.Y
Fibrolamellar hepatocellular carcinoma;C22.0;XH9Q35
Fibrolamellar hepatocellular carcinoma;C22.0;2C12.02
Fibrolamellar hepatocellular carcinoma;C22.0;XH9Q35
Fibrolamellar hepatocellular carcinoma;C22.0;2C12.02
Moyamoya disease with early-onset achalasia;I67.5;
Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency;E74.8;
Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome;Q04.3;
Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons;G60.0;
MEND syndrome;Q87.8;
Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type;Q77.8;
1p31p32 microdeletion syndrome;Q93.5;
Karyomegalic interstitial nephritis;N11.8;
Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering;Q82.8;
"Acute myeloid leukemia with t(6;9)(p23;q34)";C92.0;
"Acute myeloid leukemia with t(6;9)(p23;q34)";C92.0;
"Acute myeloid leukemia with t(9;11)(p22;q23)";C92.0;
"Acute myeloid leukemia with t(9;11)(p22;q23)";C92.0;
"Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)";C92.0;
"Acute myeloid leukemia with inv(3)(q21q26.2) or t(3;3)(q21;q26.2)";C92.0;
"Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)";C94.2;
"Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)";C94.2;
Acute myeloid leukemia with NPM1 somatic mutations;C92.0;
Autosomal recessive distal renal tubular acidosis;N25.8;
Autosomal recessive distal renal tubular acidosis;N25.8;
Autosomal recessive distal renal tubular acidosis;N25.8;
Autosomal recessive distal renal tubular acidosis;N25.8;
Familial bicuspid aortic valve;Q23.1;
Familial bicuspid aortic valve;Q23.1;
Familial bicuspid aortic valve;Q23.1;
Familial bicuspid aortic valve;Q23.1;
Progressive myoclonic epilepsy type 5;G40.3;
Progressive myoclonic epilepsy type 5;G40.3;
Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly;Q04.3;
Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome;G98;
Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency;Q87.0;
Tatton-Brown-Rahman syndrome;Q87.3;LD2C
ADNP syndrome;Q87.0;
FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome;Q87.8;
Alacrimia-choreoathetosis-liver dysfunction syndrome;E77.8;
Multisystemic smooth muscle dysfunction syndrome;I73.8;
Female infertility due to zona pellucida defect;N97.8;
Female infertility due to zona pellucida defect;N97.8;
Female infertility due to zona pellucida defect;N97.8;
Severe intellectual disability-progressive spastic diplegia syndrome;G80.1;
Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome;Q87.3;LD2C
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency;G11.1;
Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency;G11.1;
Chondromyxoid fibroma;D16.9;
Clear cell papillary renal cell carcinoma;C64;
Clear cell papillary renal cell carcinoma;C64;
Clear cell papillary renal cell carcinoma;C64;
Clear cell papillary renal cell carcinoma;C64;
Spinal muscular atrophy with respiratory distress type 2;G12.2;
DITRA;L40.1;
Vasculitis due to ADA2 deficiency;D89.89;
Familial atypical multiple mole melanoma syndrome;C43.9;
Pontocerebellar hypoplasia type 10;Q04.3;
Angelman syndrome due to a point mutation;Q93.5;LD90.0
Angelman syndrome due to imprinting defect in 15q11-q13;Q93.5;LD90.0
Angelman syndrome due to imprinting defect in 15q11-q13;Q93.5;LD90.0
Angelman syndrome due to imprinting defect in 15q11-q13;Q93.5;LD90.0
NON RARE IN EUROPE: Melanoma;;
NON RARE IN EUROPE: Melanoma;;
Mild phosphoribosylpyrophosphate synthetase superactivity;E79.8;5C55.0Y
Severe phosphoribosylpyrophosphate synthetase superactivity;E79.8;5C55.0Y
Wolfram-like syndrome;E34.8;
Hereditary late-onset Parkinson disease;G20;
Hereditary late-onset Parkinson disease;G20;
Hereditary late-onset Parkinson disease;G20;
Hereditary late-onset Parkinson disease;G20;
Hereditary late-onset Parkinson disease;G20;
Hereditary late-onset Parkinson disease;G20;
Hereditary late-onset Parkinson disease;G20;
Infantile nephropathic cystinosis;E72.0+;5C60.1
Infantile nephropathic cystinosis;N16.3*;5C60.1
Juvenile nephropathic cystinosis;E72.0+;5C60.1
Juvenile nephropathic cystinosis;N16.3*;5C60.1
Ocular cystinosis;E72.0;
Maternal riboflavin deficiency;P00.4;
Familial isolated trichomegaly;Q84.2;LD27.0Y
NON RARE IN EUROPE: Metabolic syndrome;;
NON RARE IN EUROPE: Metabolic syndrome;;
NON RARE IN EUROPE: Metabolic syndrome;;
Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome;G40.4;
Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome;Q87.0;
Autosomal recessive cerebellar ataxia due to STUB1 deficiency;G11.1;
PRKAR1B-related neurodegenerative dementia with intermediate filaments;G31.8;
AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome;Q87.8;
Epidermolysis bullosa simplex due to BP230 deficiency;Q81.0;EC30
Epidermolysis bullosa simplex due to exophilin 5 deficiency;Q81.0;
Primary failure of tooth eruption;K00.8;
Malan overgrowth syndrome;Q87.3;LD2C
Glycogen storage disease due to acid maltase deficiency, late-onset;E74.0;5C51.3
Cranio-cervical dystonia with laryngeal and upper-limb involvement;G24.8;
Adult-onset cervical dystonia, DYT23 type;G24.8;
Temple-Baraitser syndrome;Q87.2;
Bleeding disorder due to CalDAG-GEFI deficiency;D69.1;
Severe combined immunodeficiency due to CTPS1 deficiency;D81.2;
Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome;Q87.8;
Transient myeloproliferative syndrome;D47.7;2A60.40
Woolly hair-palmoplantar keratoderma syndrome;Q82.8;
Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency;D70;
Autosomal recessive severe congenital neutropenia due to CSF3R deficiency;D70;
Combined oxidative phosphorylation defect type 20;E88.8;5C53.23
Combined oxidative phosphorylation defect type 21;E88.8;5C53.23
RIDDLE syndrome;D82.8;
Hereditary clear cell renal cell carcinoma;C64;
Hereditary clear cell renal cell carcinoma;C64;
Hereditary clear cell renal cell carcinoma;C64;
Hereditary clear cell renal cell carcinoma;C64;
Hereditary clear cell renal cell carcinoma;C64;
Hereditary clear cell renal cell carcinoma;C64;
Hereditary clear cell renal cell carcinoma;C64;
Spinocerebellar ataxia type 40;G11.8;8A03.16
Spinocerebellar ataxia type 38;G11.8;8A03.16
Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome;Q87.1;
Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency;;
Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome;Q82.8;
Mucolipidosis type III alpha/beta;E77.0;5C56.20
Mucolipidosis type III gamma;E77.0;5C56.20
X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome;;
Microcephaly-complex motor and sensory axonal neuropathy syndrome;G60.0;
Progressive myoclonic epilepsy type 8;G40.3;
Colobomatous microphthalmia-rhizomelic dysplasia syndrome;Q87.5;
Congenital myopathy with myasthenic-like onset;G71.2;
TOR1AIP1-related limb-girdle muscular dystrophy;G71.0;
STING-associated vasculopathy with onset in infancy;M35.8;
Combined immunodeficiency due to OX40 deficiency;D81.8;
Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection;D84.8;
Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection;D84.8;
Scapuloperoneal spinal muscular atrophy;G12.1;8B61.4
X-linked scapuloperoneal muscular dystrophy;G71.0;8C70.5
Autosomal recessive spastic paraplegia type 57;G11.4;8B44.01
Progressive encephalopathy with leukodystrophy due to DECR deficiency;G31.8;
Orofaciodigital syndrome type 14;Q87.0;LD25.00
Autosomal dominant Charcot-Marie-Tooth disease type 2Y;G60.0;8C20.1
Progressive myoclonic epilepsy type 7;G40.3;8A61.41
Keppen-Lubinsky syndrome;E88.1;
CIDEC-related familial partial lipodystrophy;E88.1;5A44
LIPE-related familial partial lipodystrophy;E88.1;5A44
Short stature-advanced bone age-early-onset osteoarthritis syndrome;M89.8;
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation;G60.0;
Lethal neonatal spasticity-epileptic encephalopathy syndrome;G40.4;
Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome;Q14.8;
COG2-CDG;E77.8;5C54.2
X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome;Q87.8;
Progeroid features-hepatocellular carcinoma predisposition syndrome;C22.0;
Chronic atrial and intestinal dysrhythmia syndrome;K59.8;
Autosomal recessive intermediate Charcot-Marie-Tooth disease type D;G60.0;
Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome;Q87.1;
Intellectual disability-expressive aphasia-facial dysmorphism syndrome;Q87.0;
Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency;D84.8;
Periodic fever-infantile enterocolitis-autoinflammatory syndrome;E85.0;
Thrombomodulin-related bleeding disorder;D68.3;
Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome;E88.8;
Microcephalic primordial dwarfism-insulin resistance syndrome;Q87.1;
Microcephalic primordial dwarfism-insulin resistance syndrome;Q87.1;
Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease;I45.8;
Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome;Q87.8;
Combined immunodeficiency-enteropathy spectrum;Q82.8;
Combined immunodeficiency-enteropathy spectrum;Q82.8;
Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy;G93.4;
Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa;Q82.8;
Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity;D84.8;
MYH7-related late-onset scapuloperoneal muscular dystrophy;;
Ketoacidosis due to monocarboxylate transporter-1 deficiency;E88.8;
RARS-related autosomal recessive hypomyelinating leukodystrophy;E75.2;
Steel syndrome;Q87.5;
PCNA-related progressive neurodegenerative photosensitivity syndrome;G11.3;
STAT3-related early-onset multisystem autoimmune disease;M35.8;
Fatty acyl-CoA reductase 1 deficiency;E71.3;
Severe autosomal recessive macrothrombocytopenia;D69.4;
Severe autosomal recessive macrothrombocytopenia;D69.4;
PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation;G40.4;
GCGR-related hyperglucagonemia;E16.3;
Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome;G71.2;
KCNQ2-related epileptic encephalopathy;G40.4;
PDE4D haploinsufficiency syndrome;Q87.8;
Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease;E74.0;
Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome;Q87.8;
Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome;Q87.5;
Interstitial lung disease due to SP-C deficiency;J84.8;
Interstitial lung disease due to ABCA3 deficiency;J84.8;
Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency;J84.0;
Familial colorectal cancer Type X;C18.0;
Familial colorectal cancer Type X;C18.1;
Familial colorectal cancer Type X;C18.2;
Familial colorectal cancer Type X;C18.3;
Familial colorectal cancer Type X;C18.4;
Familial colorectal cancer Type X;C18.5;
Familial colorectal cancer Type X;C18.6;
Familial colorectal cancer Type X;C18.7;
Familial colorectal cancer Type X;C18.0;
Familial colorectal cancer Type X;C18.1;
Familial colorectal cancer Type X;C18.2;
Familial colorectal cancer Type X;C18.3;
Familial colorectal cancer Type X;C18.4;
Familial colorectal cancer Type X;C18.5;
Familial colorectal cancer Type X;C18.6;
Familial colorectal cancer Type X;C18.7;
Familial colorectal cancer Type X;C18.0;
Familial colorectal cancer Type X;C18.1;
Familial colorectal cancer Type X;C18.2;
Familial colorectal cancer Type X;C18.3;
Familial colorectal cancer Type X;C18.4;
Familial colorectal cancer Type X;C18.5;
Familial colorectal cancer Type X;C18.6;
Familial colorectal cancer Type X;C18.7;
Ribose-5-P isomerase deficiency;G93.8;
Isolated sedoheptulokinase deficiency;E88.8;
L-ferritin deficiency;E88.0;
Early-onset posterior subcapsular cataract;H26.0;
Early-onset posterior subcapsular cataract;H26.0;
Early-onset posterior subcapsular cataract;H26.0;
Early-onset posterior subcapsular cataract;H26.0;
Early-onset posterior subcapsular cataract;H26.0;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Early-onset lamellar cataract;H26.8;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
Non-specific early-onset epileptic encephalopathy;G40.4;
